"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0F9Z0","2020-03-13 21:00:00","3193.000","273.000","5.200","5.800","0.930","697.400","","0.500","15.400","331.000","","7.900","","3.800",""
"C0M410","2020-03-13 21:00:00","245.000","349.000","1.000","22.300","0.870","983.900","","0.000","-99.000","-99.000","-99.000","30.100","","19.100",""
"C0I410","2020-03-13 21:00:00","180.000","265.000","0.300","22.000","0.890","995.300","","0.000","-99.000","-99.000","-99.000","28.900","","18.600",""
"C0R840","2020-03-13 21:00:00","536.000","34.000","1.900","19.900","-99.000","955.500","","0.000","-99.000","-99.000","-99.000","25.900","","19.900",""
"C0K250","2020-03-13 21:00:00","12.000","15.000","1.800","21.400","0.930","1015.300","","0.000","-99.000","-99.000","-99.000","28.400","","18.300",""
"C0V640","2020-03-13 21:00:00","35.000","356.000","2.200","24.300","0.850","1011.400","","0.000","-99.000","-99.000","-99.000","28.200","","21.000",""
"C0S920","2020-03-13 21:00:00","98.000","0.000","0.000","22.400","0.920","1000.200","","0.000","-99.000","-99.000","-99.000","27.700","","20.300",""
"C0S830","2020-03-13 21:00:00","288.000","275.000","0.600","20.100","0.990","984.800","","0.000","-99.000","-99.000","-99.000","25.800","","20.100",""
"C0V800","2020-03-13 21:00:00","256.000","280.000","0.800","23.600","0.860","984.900","","0.000","-99.000","-99.000","-99.000","31.000","","20.100",""
"C0R140","2020-03-13 21:00:00","740.000","93.000","0.700","18.800","1.000","935.300","","0.000","-99.000","-99.000","-99.000","27.100","","18.600",""
"C0K410","2020-03-13 21:00:00","20.000","20.000","1.200","21.100","0.930","1013.100","","2.500","-99.000","-99.000","-99.000","27.300","","18.800",""
"C0F000","2020-03-13 21:00:00","273.000","27.000","2.100","19.500","0.990","982.900","","0.000","-99.000","-99.000","-99.000","26.400","","17.300",""
"C0W150","2020-03-13 21:00:00","42.000","76.000","1.700","17.900","0.970","1013.100","","0.000","-99.000","-99.000","-99.000","22.300","","16.100",""
"C0AH90","2020-03-13 21:00:00","660.000","268.000","0.600","17.000","0.990","944.300","","3.500","-99.000","-99.000","-99.000","25.400","","14.600",""
"C0F9K0","2020-03-13 21:00:00","30.000","20.000","2.100","20.600","0.940","1012.000","","0.500","-99.000","-99.000","-99.000","24.400","","18.500",""
"C0H990","2020-03-13 21:00:00","3076.000","209.000","8.800","6.500","0.990","707.300","","2.500","14.200","222.000","","6.500","","4.600",""
"C0V260","2020-03-13 21:00:00","126.000","193.000","0.600","24.200","0.850","1001.200","","0.000","-99.000","-99.000","-99.000","31.700","","20.200",""
"C0S970","2020-03-13 21:00:00","19.000","322.000","0.800","22.800","0.900","1013.900","","0.000","-99.000","-99.000","-99.000","26.100","","21.900",""
"C0U940","2020-03-13 21:00:00","25.000","143.000","1.200","20.500","0.900","1014.700","","4.000","-99.000","-99.000","-99.000","26.500","","17.400",""
"C0A860","2020-03-13 21:00:00","362.000","18.000","2.900","15.800","1.000","976.100","","24.000","-99.000","-99.000","-99.000","20.300","","15.800",""
"C0I480","2020-03-13 21:00:00","2165.000","143.000","0.400","11.400","0.990","791.200","","1.000","-99.000","-99.000","-99.000","13.800","","10.300",""
"C0G910","2020-03-13 21:00:00","42.000","352.000","2.500","21.900","0.910","1012.400","","0.000","-99.000","-99.000","-99.000","27.100","","19.100",""
"C0X080","2020-03-13 21:00:00","2.000","32.000","3.000","22.700","0.880","1015.300","","0.000","-99.000","-99.000","-99.000","29.100","","19.400",""
"C0AH00","2020-03-13 21:00:00","38.000","44.000","1.900","18.100","1.000","1013.300","","39.000","-99.000","-99.000","-99.000","21.700","","18.100",""
"C0AD00","2020-03-13 21:00:00","86.000","46.000","1.300","17.700","0.990","1008.700","","38.500","-99.000","-99.000","-99.000","20.600","","17.700",""
"C0O900","2020-03-13 21:00:00","9.000","360.000","3.000","23.300","0.990","1014.800","","0.000","-99.000","-99.000","-99.000","28.500","","19.900",""
"C0R570","2020-03-13 21:00:00","37.000","4.000","1.000","24.700","0.820","1010.100","","0.000","-99.000","-99.000","-99.000","30.800","","22.500",""
"C0AG90","2020-03-13 21:00:00","25.000","0.000","0.100","19.000","1.000","1015.700","","60.000","-99.000","-99.000","-99.000","22.000","","19.000",""
"C0V760","2020-03-13 21:00:00","30.000","32.000","2.400","24.500","0.900","1012.500","","0.000","-99.000","-99.000","-99.000","29.500","","21.400",""
"C0T9I0","2020-03-13 21:00:00","152.000","0.000","0.100","20.900","0.940","1000.100","","1.500","-99.000","-99.000","-99.000","22.800","","19.300",""
"C0O980","2020-03-13 21:00:00","18.000","10.000","2.400","23.500","0.880","1014.700","","0.000","-99.000","-99.000","-99.000","30.100","","19.900",""
"C0R270","2020-03-13 21:00:00","51.000","333.000","2.400","24.000","0.990","1008.500","","0.000","-99.000","-99.000","-99.000","28.500","","22.800",""
"C0T9H0","2020-03-13 21:00:00","725.000","61.000","1.900","18.000","0.990","936.000","","2.000","-99.000","-99.000","-99.000","20.500","","17.500",""
"C0O840","2020-03-13 21:00:00","134.000","46.000","0.500","21.900","1.000","998.600","","0.000","-99.000","-99.000","-99.000","28.800","","18.600",""
"C0R530","2020-03-13 21:00:00","16.000","354.000","2.500","24.600","0.750","1013.400","","0.000","-99.000","-99.000","-99.000","28.800","","22.400",""
"C0G870","2020-03-13 21:00:00","12.000","26.000","2.100","22.100","0.820","1015.800","","0.000","-99.000","-99.000","-99.000","26.600","","19.300",""
"C0M820","2020-03-13 21:00:00","980.000","230.000","1.100","18.700","0.920","908.600","","0.000","-99.000","-99.000","-99.000","24.900","","16.000",""
"C0F9S0","2020-03-13 21:00:00","43.000","350.000","3.300","22.200","0.830","1011.700","","0.000","-99.000","-99.000","-99.000","28.000","","19.700",""
"C0R160","2020-03-13 21:00:00","45.000","345.000","0.800","23.500","0.990","1009.600","","0.000","-99.000","-99.000","-99.000","30.300","","21.300",""
"C0A950","2020-03-13 21:00:00","60.000","333.000","10.200","17.100","1.000","1010.600","","4.000","-99.000","-99.000","-99.000","19.700","","17.100",""
"C0F9L0","2020-03-13 21:00:00","253.000","27.000","1.400","20.500","0.990","987.000","","0.000","-99.000","-99.000","-99.000","27.200","","18.200",""
"C0R550","2020-03-13 21:00:00","38.000","346.000","2.000","24.600","0.860","1011.700","","0.000","-99.000","-99.000","-99.000","31.500","","21.100",""
"C0V530","2020-03-13 21:00:00","34.000","24.000","0.700","23.300","1.000","1011.200","","0.000","-99.000","-99.000","-99.000","29.300","","19.800",""
"C0AI10","2020-03-13 21:00:00","76.000","354.000","0.700","18.100","0.990","1008.400","","23.500","-99.000","-99.000","-99.000","21.400","","18.100",""
"C0F9U0","2020-03-13 21:00:00","74.000","36.000","1.000","22.200","0.880","1007.900","","0.000","-99.000","-99.000","-99.000","28.700","","19.900",""
"C0V680","2020-03-13 21:00:00","40.000","351.000","0.700","24.600","0.830","1010.600","","0.000","-99.000","-99.000","-99.000","29.500","","21.900",""
"C0Z290","2020-03-13 21:00:00","946.000","0.000","0.000","16.900","0.990","911.800","","0.000","-99.000","-99.000","-99.000","20.100","","16.500",""
"CM0120","2020-03-13 21:00:00","4.000","44.000","3.400","22.300","0.810","1015.800","","0.500","-99.000","-99.000","-99.000","25.400","","19.800",""
"C0G760","2020-03-13 21:00:00","53.000","336.000","1.500","21.900","0.990","1012.800","","0.000","-99.000","-99.000","-99.000","28.300","","18.900",""
"C0K450","2020-03-13 21:00:00","35.000","8.000","1.500","21.300","0.910","1011.500","","1.000","-99.000","-99.000","-99.000","28.300","","18.800",""
"C0E820","2020-03-13 21:00:00","220.000","27.000","2.100","18.400","0.970","991.900","","1.000","-99.000","-99.000","-99.000","25.900","","16.900",""
"C0A530","2020-03-13 21:00:00","300.000","34.000","0.400","17.000","0.990","983.100","","17.500","-99.000","-99.000","-99.000","20.900","","17.000",""
"C0M520","2020-03-13 21:00:00","15.000","45.000","1.900","21.300","0.920","1013.700","","0.000","-99.000","-99.000","-99.000","26.600","","18.800",""
"C0K240","2020-03-13 21:00:00","1132.000","114.000","3.000","17.100","0.990","894.400","","2.500","-99.000","-99.000","-99.000","24.900","","16.900",""
"C0V210","2020-03-13 21:00:00","734.000","206.000","0.900","20.800","0.900","934.600","","0.000","-99.000","-99.000","-99.000","29.100","","16.800",""
"C0Z320","2020-03-13 21:00:00","646.000","0.000","0.000","18.100","1.000","943.800","","2.000","-99.000","-99.000","-99.000","25.700","","14.700",""
"C0R600","2020-03-13 21:00:00","766.000","64.000","1.300","20.200","0.980","930.000","","0.000","-99.000","-99.000","-99.000","26.000","","20.200",""
"C0C650","2020-03-13 21:00:00","208.000","5.000","0.300","16.800","0.980","993.500","","33.000","-99.000","-99.000","-99.000","20.200","","16.800",""
"C0F9I0","2020-03-13 21:00:00","194.000","10.000","2.500","19.900","1.000","993.600","","0.000","-99.000","-99.000","-99.000","27.000","","17.600",""
"C0T820","2020-03-13 21:00:00","550.000","0.000","0.000","19.500","0.910","957.600","","0.000","-99.000","-99.000","-99.000","24.700","","15.100",""
"C0S890","2020-03-13 21:00:00","238.000","5.000","0.500","20.900","0.990","992.000","","1.000","-99.000","-99.000","-99.000","28.200","","18.600",""
"C0G840","2020-03-13 21:00:00","32.000","4.000","1.500","21.900","0.930","1012.100","","0.000","-99.000","-99.000","-99.000","28.800","","18.700",""
"C0V710","2020-03-13 21:00:00","34.000","16.000","1.800","25.100","0.780","1011.300","","0.000","-99.000","-99.000","-99.000","28.200","","23.500",""
"C0X140","2020-03-13 21:00:00","17.000","20.000","1.300","23.700","0.860","1013.500","","0.000","-99.000","-99.000","-99.000","28.900","","20.100",""
"C0C680","2020-03-13 21:00:00","228.000","349.000","3.800","16.700","0.940","989.500","","86.500","-99.000","-99.000","-99.000","19.300","","16.600",""
"C0C710","2020-03-13 21:00:00","143.000","313.000","0.600","17.400","0.990","1001.800","","35.000","-99.000","-99.000","-99.000","21.000","","17.400",""
"C0Z190","2020-03-13 21:00:00","62.000","146.000","2.000","21.100","0.990","1009.000","","0.000","-99.000","-99.000","-99.000","24.100","","20.800",""
"C0Z020","2020-03-13 21:00:00","211.000","24.000","1.900","20.700","0.990","991.300","","1.000","-99.000","-99.000","-99.000","25.300","","17.700",""
"C0I380","2020-03-13 21:00:00","258.000","0.000","0.000","21.900","0.930","985.700","","0.000","-99.000","-99.000","-99.000","29.900","","18.500",""
"C0D560","2020-03-13 21:00:00","147.000","26.000","1.100","18.300","0.960","1001.100","","13.500","-99.000","-99.000","-99.000","23.300","","17.500",""
"C0Z220","2020-03-13 21:00:00","589.000","98.000","0.600","18.300","1.000","951.100","","0.000","-99.000","-99.000","-99.000","24.200","","16.700",""
"C0R220","2020-03-13 21:00:00","23.000","316.000","1.000","24.800","1.000","1013.100","","0.000","-99.000","-99.000","-99.000","30.300","","22.200",""
"C0A870","2020-03-13 21:00:00","685.000","2.000","5.900","14.700","1.000","937.800","","22.000","-99.000","-99.000","-99.000","18.100","","14.700",""
"C0V670","2020-03-13 21:00:00","20.000","338.000","2.500","24.400","0.820","1013.000","","0.000","-99.000","-99.000","-99.000","28.100","","21.900",""
"C0G770","2020-03-13 21:00:00","15.000","33.000","1.300","22.700","0.860","1014.600","","0.000","-99.000","-99.000","-99.000","27.200","","19.700",""
"C0C540","2020-03-13 21:00:00","46.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0F9O0","2020-03-13 21:00:00","175.000","295.000","0.300","21.500","1.000","996.000","","0.000","-99.000","-99.000","-99.000","28.900","","18.800",""
"C0Z230","2020-03-13 21:00:00","31.000","18.000","7.500","21.100","0.830","1013.800","","0.000","-99.000","-99.000","-99.000","23.500","","20.600",""
"C0U900","2020-03-13 21:00:00","63.000","195.000","1.200","20.400","0.990","1010.700","","3.000","-99.000","-99.000","-99.000","25.900","","18.200",""
"C0X200","2020-03-13 21:00:00","61.000","334.000","0.400","23.400","0.920","1008.200","","0.000","-99.000","-99.000","-99.000","28.600","","19.100",""
"C0G640","2020-03-13 21:00:00","17.000","30.000","1.400","21.700","0.910","1016.900","","0.000","-99.000","-99.000","-99.000","26.500","","19.000",""
"C0Z080","2020-03-13 21:00:00","298.000","0.000","0.000","20.200","0.990","982.300","","0.000","-99.000","-99.000","-99.000","27.000","","17.300",""
"C0U770","2020-03-13 21:00:00","5.000","335.000","1.600","21.400","0.990","1015.900","","0.500","-99.000","-99.000","-99.000","24.400","","19.000",""
"C0Z210","2020-03-13 21:00:00","126.000","0.000","0.000","21.200","0.990","1002.900","","0.000","-99.000","-99.000","-99.000","24.500","","17.000",""
"C0V690","2020-03-13 21:00:00","30.000","38.000","0.700","24.500","0.840","1012.600","","0.000","-99.000","-99.000","-99.000","28.300","","23.000",""
"C0M690","2020-03-13 21:00:00","33.000","36.000","2.300","21.400","0.960","1011.300","","1.000","-99.000","-99.000","-99.000","27.600","","19.100",""
"C0R440","2020-03-13 21:00:00","1654.000","340.000","3.400","13.300","1.000","836.800","","0.000","-99.000","-99.000","-99.000","16.300","","13.000",""
"C0F970","2020-03-13 21:00:00","145.000","320.000","1.400","21.500","0.870","998.800","","0.000","-99.000","-99.000","-99.000","28.100","","18.800",""
"C0C490","2020-03-13 21:00:00","157.000","12.000","0.700","17.700","0.970","999.300","","41.000","-99.000","-99.000","-99.000","20.800","","17.600",""
"C0X160","2020-03-13 21:00:00","26.000","1.000","2.200","24.300","0.930","1012.000","","0.000","-99.000","-99.000","-99.000","28.800","","21.000",""
"C0S760","2020-03-13 21:00:00","1621.000","176.000","1.300","14.400","1.000","841.500","","1.500","-99.000","-99.000","-99.000","21.200","","14.100",""
"C0O830","2020-03-13 21:00:00","127.000","336.000","0.500","22.800","0.990","1001.400","","0.000","-99.000","-99.000","-99.000","31.500","","19.400",""
"C0A9A0","2020-03-13 21:00:00","24.000","125.000","1.900","17.800","1.000","1015.200","","42.000","-99.000","-99.000","-99.000","20.000","","17.800",""
"C0AD50","2020-03-13 21:00:00","84.000","354.000","1.500","17.900","1.000","1008.700","","45.500","-99.000","-99.000","-99.000","20.900","","17.900",""
"C0G620","2020-03-13 21:00:00","110.000","333.000","1.000","21.300","0.970","1003.200","","0.000","-99.000","-99.000","-99.000","29.800","","18.200",""
"C0V310","2020-03-13 21:00:00","46.000","68.000","0.800","24.900","0.710","1009.300","","0.000","-99.000","-99.000","-99.000","31.500","","21.200",""
"C0X110","2020-03-13 21:00:00","20.000","18.000","2.100","24.300","0.880","1013.600","","0.000","-99.000","-99.000","-99.000","27.400","","21.200",""
"C0S980","2020-03-13 21:00:00","901.000","29.000","1.400","18.100","1.000","915.700","","0.500","-99.000","-99.000","-99.000","26.600","","18.000",""
"C0R320","2020-03-13 21:00:00","7.000","230.000","0.500","23.900","0.870","1015.100","","0.500","-99.000","-99.000","-99.000","28.100","","21.400",""
"C0O860","2020-03-13 21:00:00","38.000","347.000","1.000","23.800","0.990","1010.700","","0.000","-99.000","-99.000","-99.000","29.100","","20.000",""
"C0U950","2020-03-13 21:00:00","1012.000","310.000","10.100","13.200","1.000","904.700","","11.500","-99.000","-99.000","-99.000","16.500","","13.200",""
"C0R260","2020-03-13 21:00:00","76.000","21.000","0.800","24.600","0.810","1006.500","","0.000","-99.000","-99.000","-99.000","31.200","","23.000",""
"C0G880","2020-03-13 21:00:00","92.000","330.000","1.100","21.700","0.880","1005.600","","0.000","-99.000","-99.000","-99.000","28.600","","19.100",""
"C0R520","2020-03-13 21:00:00","18.000","335.000","1.200","24.500","0.880","1013.500","","0.000","-99.000","-99.000","-99.000","30.700","","22.700",""
"C0O810","2020-03-13 21:00:00","161.000","168.000","0.300","23.200","0.990","997.600","","0.000","-99.000","-99.000","-99.000","30.500","","20.400",""
"C0E790","2020-03-13 21:00:00","344.000","48.000","0.700","20.100","1.000","976.400","","1.000","-99.000","-99.000","-99.000","27.200","","17.800",""
"C0F9Y0","2020-03-13 21:00:00","3313.000","261.000","1.800","4.900","1.000","687.700","","4.500","12.300","255.000","","7.300","","3.200",""
"C0S930","2020-03-13 21:00:00","248.000","112.000","0.600","21.700","0.930","988.300","","0.000","-99.000","-99.000","-99.000","29.200","","18.500",""
"C0M770","2020-03-13 21:00:00","164.000","325.000","1.200","20.800","1.000","996.800","","1.500","-99.000","-99.000","-99.000","27.800","","18.600",""
"C0R470","2020-03-13 21:00:00","103.000","107.000","0.400","24.600","0.870","1004.200","","0.000","-99.000","-99.000","-99.000","30.900","","22.500",""
"C0W120","2020-03-13 21:00:00","58.000","-99.000","-99.000","21.200","0.920","1010.100","","0.500","-99.000","-99.000","-99.000","26.100","","19.900",""
"C0V350","2020-03-13 21:00:00","36.000","269.000","0.800","23.700","0.860","1012.300","","0.000","-99.000","-99.000","-99.000","31.900","","21.000",""
"CM0160","2020-03-13 21:00:00","159.000","21.000","1.300","21.000","0.920","999.500","","0.000","-99.000","-99.000","-99.000","31.000","","18.100",""
"C0V500","2020-03-13 21:00:00","6.000","358.000","0.500","24.600","0.840","1013.400","","0.000","-99.000","-99.000","-99.000","28.100","","23.300",""
"C0SA30","2020-03-13 21:00:00","92.000","17.000","1.500","21.600","0.920","1006.200","","0.000","-99.000","-99.000","-99.000","25.600","","21.200",""
"C0U710","2020-03-13 21:00:00","1942.000","0.000","0.100","12.000","0.990","810.200","","0.500","-99.000","-99.000","-99.000","17.700","","11.300",""
"C0Z100","2020-03-13 21:00:00","36.000","0.000","0.000","21.500","0.990","1014.000","","4.000","-99.000","-99.000","-99.000","25.200","","17.700",""
"C0Z170","2020-03-13 21:00:00","199.000","0.000","0.000","21.900","0.990","995.000","","0.500","-99.000","-99.000","-99.000","26.400","","17.800",""
"C0K430","2020-03-13 21:00:00","30.000","356.000","0.900","21.200","1.000","1014.000","","1.000","-99.000","-99.000","-99.000","26.600","","18.600",""
"C0S960","2020-03-13 21:00:00","32.000","15.000","0.800","23.800","0.820","1012.300","","0.000","-99.000","-99.000","-99.000","26.700","","23.000",""
"C0T9M0","2020-03-13 21:00:00","92.000","324.000","1.700","21.300","0.990","1007.500","","2.500","-99.000","-99.000","-99.000","23.800","","19.800",""
"C0AI00","2020-03-13 21:00:00","188.000","357.000","1.000","17.400","1.000","996.800","","44.500","-99.000","-99.000","-99.000","20.600","","17.300",""
"C0AC40","2020-03-13 21:00:00","1079.000","17.000","3.400","13.100","0.990","896.100","","23.000","-99.000","-99.000","-99.000","16.400","","13.000",""
"C0F9M0","2020-03-13 21:00:00","230.000","352.000","0.300","20.300","1.000","989.800","","0.000","-99.000","-99.000","-99.000","27.300","","17.600",""
"C0A930","2020-03-13 21:00:00","216.000","330.000","1.600","16.300","1.000","991.900","","33.500","-99.000","-99.000","-99.000","19.700","","16.300",""
"C0A640","2020-03-13 21:00:00","241.000","0.000","0.000","17.000","0.970","992.200","","41.000","-99.000","-99.000","-99.000","20.800","","17.000",""
"C0I420","2020-03-13 21:00:00","305.000","214.000","1.300","21.500","0.900","981.200","","0.500","-99.000","-99.000","-99.000","29.000","","18.900",""
"C0R170","2020-03-13 21:00:00","26.000","0.000","0.000","24.100","1.000","1012.700","","0.000","-99.000","-99.000","-99.000","31.300","","21.800",""
"C0M530","2020-03-13 21:00:00","1385.000","0.000","0.200","16.700","0.990","871.100","","1.500","-99.000","-99.000","-99.000","21.700","","14.200",""
"C0H960","2020-03-13 21:00:00","120.000","152.000","0.300","22.200","1.000","1001.200","","0.000","-99.000","-99.000","-99.000","28.600","","19.100",""
"C0V620","2020-03-13 21:00:00","18.000","4.000","1.600","23.700","0.930","1013.400","","0.000","-99.000","-99.000","-99.000","27.100","","21.000",""
"C0X280","2020-03-13 21:00:00","22.000","46.000","3.000","22.500","0.870","1013.500","","0.000","-99.000","-99.000","-99.000","25.700","","19.500",""
"C0AH40","2020-03-13 21:00:00","426.000","26.000","2.000","16.800","1.000","966.900","","24.000","-99.000","-99.000","-99.000","19.600","","16.800",""
"C0T9A0","2020-03-13 21:00:00","498.000","0.000","0.000","18.600","0.990","960.200","","2.000","-99.000","-99.000","-99.000","21.300","","18.200",""
"C0K390","2020-03-13 21:00:00","31.000","37.000","1.600","21.300","0.920","1012.800","","0.500","-99.000","-99.000","-99.000","27.200","","18.700",""
"C0I540","2020-03-13 21:00:00","3344.000","-99.000","-99.000","5.100","1.000","683.900","","-99.000","-99.000","-99.000","-99.000","5.200","","3.100",""
"C0G890","2020-03-13 21:00:00","24.000","23.000","2.800","21.800","1.000","1013.400","","0.000","-99.000","-99.000","-99.000","25.600","","19.100",""
"C0G720","2020-03-13 21:00:00","50.000","355.000","1.400","21.800","0.870","1010.300","","0.000","-99.000","-99.000","-99.000","27.400","","18.700",""
"C0UA40","2020-03-13 21:00:00","1121.000","43.000","1.200","15.400","0.990","891.900","","0.000","-99.000","-99.000","-99.000","20.300","","14.000",""
"C0V400","2020-03-13 21:00:00","56.000","23.000","2.300","24.000","0.880","1008.400","","0.000","-99.000","-99.000","-99.000","28.900","","21.000",""
"C0X130","2020-03-13 21:00:00","27.000","4.000","2.000","23.600","0.880","1012.100","","0.000","-99.000","-99.000","-99.000","29.000","","20.400",""
"C0A520","2020-03-13 21:00:00","48.000","0.000","0.000","18.300","0.990","1012.700","","63.000","-99.000","-99.000","-99.000","21.000","","18.100",""
"C0U870","2020-03-13 21:00:00","474.000","320.000","1.900","17.900","0.860","963.400","","3.000","-99.000","-99.000","-99.000","24.400","","17.200",""
"C0S690","2020-03-13 21:00:00","522.000","28.000","0.400","19.400","1.000","956.900","","0.000","-99.000","-99.000","-99.000","27.000","","19.200",""
"C0R150","2020-03-13 21:00:00","105.000","32.000","0.600","23.700","0.990","1002.300","","0.000","-99.000","-99.000","-99.000","32.400","","22.100",""
"C0K560","2020-03-13 21:00:00","117.000","0.000","0.000","21.600","0.950","1003.300","","0.500","-99.000","-99.000","-99.000","29.800","","18.600",""
"C0X100","2020-03-13 21:00:00","10.000","355.000","2.600","24.000","0.930","1012.600","","0.000","-99.000","-99.000","-99.000","27.600","","20.700",""
"C0K460","2020-03-13 21:00:00","60.000","2.000","2.300","21.400","0.930","1008.400","","0.500","-99.000","-99.000","-99.000","27.600","","18.800",""
"C0M740","2020-03-13 21:00:00","15.000","22.000","1.000","21.300","0.940","1013.600","","0.000","-99.000","-99.000","-99.000","26.700","","18.800",""
"C0SA10","2020-03-13 21:00:00","411.000","213.000","0.800","20.200","0.950","969.600","","0.000","-99.000","-99.000","-99.000","29.000","","19.800",""
"C0C660","2020-03-13 21:00:00","176.000","36.000","2.900","17.200","0.980","997.600","","52.000","-99.000","-99.000","-99.000","20.700","","17.200",""
"C0R620","2020-03-13 21:00:00","34.000","29.000","2.200","23.400","0.920","1012.800","","0.000","-99.000","-99.000","-99.000","28.100","","23.400",""
"C0R700","2020-03-13 21:00:00","19.000","6.000","1.000","24.200","0.820","1013.700","","0.000","-99.000","-99.000","-99.000","27.400","","22.700",""
"C0F0B0","2020-03-13 21:00:00","311.000","7.000","0.800","20.000","0.960","980.800","","0.000","-99.000","-99.000","-99.000","26.200","","18.000",""
"C0O970","2020-03-13 21:00:00","71.000","43.000","0.400","23.000","0.870","1007.400","","0.000","-99.000","-99.000","-99.000","30.500","","19.100",""
"C0F9P0","2020-03-13 21:00:00","26.000","27.000","2.200","21.100","0.980","1014.300","","0.000","-99.000","-99.000","-99.000","26.400","","18.800",""
"C0R560","2020-03-13 21:00:00","22.000","315.000","1.900","24.400","0.810","1013.500","","0.000","-99.000","-99.000","-99.000","30.100","","22.700",""
"C0X220","2020-03-13 21:00:00","26.000","21.000","2.500","22.000","0.870","1012.700","","0.000","-99.000","-99.000","-99.000","25.500","","19.000",""
"C0M680","2020-03-13 21:00:00","37.000","360.000","0.400","21.700","0.990","1013.400","","0.500","-99.000","-99.000","-99.000","28.200","","19.100",""
"C0S710","2020-03-13 21:00:00","382.000","347.000","0.300","20.200","0.990","973.500","","0.500","-99.000","-99.000","-99.000","28.000","","17.900",""
"C0F9T0","2020-03-13 21:00:00","111.000","307.000","1.600","21.000","0.940","1002.900","","0.000","-99.000","-99.000","-99.000","27.700","","18.500",""
"C0F9N0","2020-03-13 21:00:00","75.000","334.000","0.700","22.800","0.860","1007.500","","0.000","-99.000","-99.000","-99.000","28.400","","20.300",""
"C0G740","2020-03-13 21:00:00","24.000","17.000","1.900","22.000","0.870","1013.800","","0.000","-99.000","-99.000","-99.000","25.800","","19.000",""
"C0UA70","2020-03-13 21:00:00","547.000","326.000","5.700","15.400","0.990","955.100","","10.500","12.100","345.000","","18.900","","15.400",""
"C0AC60","2020-03-13 21:00:00","55.000","313.000","0.300","18.400","0.990","1011.700","","42.000","-99.000","-99.000","-99.000","21.200","","18.300",""
"C0X060","2020-03-13 21:00:00","19.000","23.000","2.600","22.400","0.880","1015.300","","0.000","-99.000","-99.000","-99.000","29.300","","19.300",""
"C0E550","2020-03-13 21:00:00","84.000","56.000","1.800","18.900","1.000","1008.400","","0.000","-99.000","-99.000","-99.000","24.700","","17.500",""
"C0AI20","2020-03-13 21:00:00","25.000","40.000","7.000","17.600","0.920","1015.500","","36.500","-99.000","-99.000","-99.000","19.900","","17.500",""
"C0E740","2020-03-13 21:00:00","27.000","46.000","1.300","19.700","1.000","1008.300","","0.000","-99.000","-99.000","-99.000","24.900","","18.200",""
"C0R650","2020-03-13 21:00:00","29.000","315.000","0.400","24.500","0.970","1013.300","","0.000","-99.000","-99.000","-99.000","30.600","","22.000",""
"C0S750","2020-03-13 21:00:00","2280.000","110.000","0.400","11.600","1.000","775.300","","0.000","-99.000","-99.000","-99.000","16.300","","11.400",""
"C0I370","2020-03-13 21:00:00","671.000","0.000","0.000","20.300","0.960","941.600","","0.500","-99.000","-99.000","-99.000","26.500","","17.700",""
"C0K400","2020-03-13 21:00:00","65.000","346.000","1.200","21.600","0.990","1009.400","","0.000","-99.000","-99.000","-99.000","28.000","","18.700",""
"C0A650","2020-03-13 21:00:00","287.000","47.000","0.400","16.800","0.990","984.900","","28.500","-99.000","-99.000","-99.000","22.300","","16.800",""
"C0U750","2020-03-13 21:00:00","398.000","2.000","11.400","15.800","1.000","970.000","","2.000","-99.000","-99.000","-99.000","19.100","","15.600",""
"C0M730","2020-03-13 21:00:00","40.000","11.000","0.500","22.500","0.900","1010.800","","0.500","-99.000","-99.000","-99.000","30.400","","20.000",""
"C0Z061","2020-03-13 21:00:00","174.000","0.000","0.000","21.400","0.990","999.400","","0.000","-99.000","-99.000","-99.000","26.100","","17.700",""
"C0M670","2020-03-13 21:00:00","43.000","1.000","1.600","21.300","0.930","1010.700","","2.000","-99.000","-99.000","-99.000","27.900","","18.900",""
"C0I530","2020-03-13 21:00:00","3014.000","223.000","8.800","6.300","1.000","703.300","","-99.000","18.100","242.000","","6.300","","4.300",""
"C0A880","2020-03-13 21:00:00","6.000","339.000","2.300","18.000","0.970","1015.800","","12.500","8.800","336.000","","21.300","","18.000",""
"C0S950","2020-03-13 21:00:00","415.000","229.000","1.900","20.100","0.980","968.200","","0.000","-99.000","-99.000","-99.000","27.100","","19.700",""
"C0X190","2020-03-13 21:00:00","10.000","13.000","2.600","23.600","0.840","1014.200","","0.000","-99.000","-99.000","-99.000","26.800","","20.300",""
"C0A560","2020-03-13 21:00:00","405.000","319.000","1.500","17.900","0.990","970.900","","5.500","-99.000","-99.000","-99.000","25.800","","15.700",""
"C0C630","2020-03-13 22:00:00","209.000","351.000","1.400","16.900","0.990","993.900","","36.500","-99.000","-99.000","-99.000","21.300","","16.900",""
"C0D550","2020-03-13 22:00:00","1956.000","151.000","0.300","12.400","0.960","813.300","","0.500","-99.000","-99.000","-99.000","18.800","","12.300",""
